Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX08,OUT027,4693.503835999998
FDS57,OUT045,2205.216153999999
NCG18,OUT049,1683.5951440000013
FDK25,OUT018,2995.347646000001
FDH53,OUT049,1331.5467359999996
DRI59,OUT018,3190.054198
FDA52,OUT046,2219.0315040000014
FDT20,OUT010,62.332195999999996
FDE36,OUT019,625.8919480000005
FDI24,OUT017,2872.4076760000003
FDB28,OUT018,3042.666051999999
FDV11,OUT017,2488.534028000001
FDP01,OUT046,1956.206954000001
FDD34,OUT027,3731.169831999999
FDJ50,OUT027,1603.779040000002
FDZ44,OUT013,1567.146724000001
DRO59,OUT035,1134.682991999999
DRB48,OUT045,564.3054479999996
FDR21,OUT018,2997.8111059999997
NCE42,OUT010,640.845816
FDO23,OUT046,1365.9552799999988
NCE30,OUT018,2874.7779240000023
FDQ22,OUT035,482.96466199999975
FDY01,OUT045,1931.0197400000015
FDS08,OUT017,2164.5823799999985
FDG28,OUT018,2827.7724439999965
FDQ51,OUT018,704.775932
FDB05,OUT017,3770.8515120000006
FDO56,OUT049,1712.5108380000006
FDE02,OUT018,1115.394766
FDN45,OUT017,3907.0142700000015
FDS09,OUT013,637.5168160000002
NCA54,OUT018,2862.3940440000006
FDP09,OUT010,496.40050600000023
FDC53,OUT045,1411.3295500000004
NCM55,OUT017,3594.6009359999985
FDL09,OUT018,2511.777106
FDA11,OUT019,386.1972899999999
FDA50,OUT045,1675.3259080000003
FDC23,OUT017,3718.1001780000033
FDE22,OUT049,2256.542676
FDD23,OUT046,3805.865933999999
NCA29,OUT049,2968.1031100000023
FDK38,OUT046,1789.617136
DRC13,OUT046,1610.756624
NCP43,OUT049,2373.477130000001
FDX28,OUT049,1435.3782460000004
FDF08,OUT049,1266.737764
FDZ33,OUT046,2393.810662000001
FDD10,OUT049,1828.732886000001
FDO58,OUT017,2809.5694719999988
FDI50,OUT017,4337.613762
FDO58,OUT045,2546.731606000001
FDX08,OUT013,3396.718518
NCK17,OUT010,61.85282000000001
FDF39,OUT035,5448.873909999999
FDU45,OUT010,374.3859980000002
NCJ18,OUT018,1745.96063
DRC27,OUT019,481.579798
DRC25,OUT035,1743.9099660000002
FDU59,OUT035,2193.358256
FDU28,OUT035,3422.7979039999987
NCP30,OUT046,803.0813019999997
FDB39,OUT018,831.9703639999997
FDE41,OUT013,1315.8871200000008
DRH11,OUT010,195.10603200000006
FDA58,OUT045,3054.1244700000007
FDU50,OUT046,1391.049282
FDM34,OUT013,2356.712286
FDM44,OUT027,3007.9778719999986
FDR39,OUT045,3084.7779020000003
FDM25,OUT045,2747.843154
FDQ49,OUT049,1656.9698020000003
DRH25,OUT018,734.6437200000001
FDM09,OUT027,3965.8576739999976
FDL44,OUT019,464.1092059999999
NCR42,OUT018,269.61571000000004
DRL59,OUT046,815.1455979999998
FDX43,OUT013,2256.063299999999
DRK47,OUT010,483.73699000000016
FDU48,OUT018,1270.765853999999
FDY12,OUT045,751.3220100000008
NCN43,OUT018,1411.1697579999998
NCM55,OUT018,2419.2775119999988
FDQ21,OUT027,3410.3341280000004
FDX13,OUT035,3781.6973940000003
NCK30,OUT027,6807.6784979999975
FDG20,OUT049,2392.845252000001
DRG27,OUT017,721.2478240000003
FDY14,OUT018,4180.8311779999985
FDP59,OUT035,1260.9253300000005
FDU60,OUT017,3760.8112480000036
NCC18,OUT019,382.5154159999999
DRJ39,OUT017,3720.5769539999974
FDS07,OUT049,1761.0343420000008
FDM08,OUT027,5317.045509999999
FDP51,OUT045,1911.9578859999995
FDU16,OUT035,1351.880268
FDH12,OUT013,1810.1038020000012
DRE48,OUT010,459.4020000000001
NCL42,OUT027,6955.386227999998
FDR21,OUT045,2922.7821040000017
NCW29,OUT035,1860.7445500000008
FDO11,OUT013,6243.219915999999
NCM31,OUT049,1859.053418
FDV35,OUT019,319.37760199999985
FDF58,OUT017,1097.8975420000002
NCE43,OUT049,3376.145298000001
FDA02,OUT035,2481.1103580000017
DRL37,OUT010,133.83911600000005
FDR24,OUT018,1318.809982
FDW59,OUT049,1157.9993079999992
FDS22,OUT049,706.4670639999995
FDW24,OUT017,867.750456
FDU24,OUT035,1985.408942
FDA21,OUT027,5925.666605999997
FDH58,OUT027,2952.649892000001
FDW36,OUT018,1628.094056000001
FDI45,OUT027,5191.269232000001
FDU01,OUT018,2537.583514
FDF35,OUT027,2648.346002
FDU43,OUT019,441.5718760000002
FDE24,OUT019,305.51564600000006
FDK50,OUT049,2899.099597999999
FDG31,OUT045,964.3047719999998
FDC60,OUT045,2022.4540540000005
FDL36,OUT013,1356.0814659999994
FDP21,OUT013,3366.358038
FDW16,OUT045,1290.979542
FDX02,OUT017,3574.1941659999998
FDQ58,OUT027,3487.9996979999974
FDT51,OUT046,1641.2169739999997
FDD59,OUT049,1304.1157759999999
NCM42,OUT018,1721.9851720000008
FDA57,OUT018,528.6119100000002
FDZ48,OUT035,1434.0133559999988
FDE46,OUT045,1902.3503920000005
NCZ30,OUT019,443.2829819999998
FDB56,OUT017,3157.563157999999
FDA25,OUT027,2661.7219239999995
FDD20,OUT013,2148.5432580000006
FDL25,OUT013,1141.254437999999
NCO18,OUT049,2664.165410000001
FDJ45,OUT017,520.329358
FDR12,OUT035,2730.099584
NCF19,OUT010,131.52879000000007
FDK25,OUT046,3620.540504000002
NCR17,OUT046,2049.8184340000016
FDC52,OUT046,2373.370602000001
NCA54,OUT017,3260.449232000001
FDR45,OUT010,595.1652779999997
NCM19,OUT049,2125.626422
FDF39,OUT027,4733.971159999997
FDX23,OUT049,1105.1880520000007
FDD58,OUT027,2578.3504479999992
FDX28,OUT013,1817.5141559999997
NCD31,OUT013,2705.7179880000012
FDU57,OUT018,2354.428592000001
FDI27,OUT046,787.960984
NCM42,OUT046,1955.5411539999989
FDD32,OUT027,2121.9778380000016
FDI34,OUT013,3670.9748540000005
NCM29,OUT049,1888.9078900000002
FDG46,OUT018,2235.703136000001
DRC01,OUT010,93.24529000000005
FDB15,OUT027,6025.563237999998
NCA17,OUT027,3540.9507719999965
FDF10,OUT046,2977.504206
FDR26,OUT027,4755.942559999997
FDI02,OUT049,2246.695494000001
NCM54,OUT010,340.0640080000001
FDF14,OUT013,2468.666556
FDJ33,OUT010,318.20579399999997
FDM20,OUT035,4866.878156000003
FDC03,OUT027,5560.328829999997
NCX05,OUT046,2197.512848
NCM41,OUT027,3162.1771519999984
NCU29,OUT010,382.588654
FDQ59,OUT017,1302.511198
FDH46,OUT010,289.09701800000016
FDH09,OUT013,619.5868220000004
NCD06,OUT045,726.5009859999996
FDC15,OUT035,2545.027158000001
DRD37,OUT027,912.1593160000007
FDT28,OUT027,3592.7100639999976
FDR28,OUT027,3894.3374379999996
FDT38,OUT017,1289.741154
FDV34,OUT027,2081.503856000001
FDY52,OUT035,979.9444139999998
FDB34,OUT013,1466.2580499999997
DRL23,OUT018,1346.0545179999992
DRB24,OUT046,2869.9641900000015
FDJ50,OUT046,1043.0289639999996
FDQ49,OUT035,1733.2039020000002
FDP20,OUT035,1741.7727480000003
FDV19,OUT027,4843.781554000001
NCR54,OUT045,2982.1514899999984
FDO09,OUT010,656.0926359999997
FDS57,OUT018,2152.005418000001
FDN10,OUT049,1630.391066
FDV23,OUT049,1937.3514980000004
FDY28,OUT049,3190.540231999999
DRG51,OUT013,2603.7706920000023
FDD45,OUT019,205.04642600000005
NCL18,OUT027,4601.5635139999995
NCM29,OUT013,2226.195512000001
FDF17,OUT027,5146.440917999998
FDE22,OUT017,2924.9459540000007
FDQ22,OUT017,520.9285779999998
FDS01,OUT013,3361.5975680000015
FDW35,OUT027,788.2339620000004
FDJ33,OUT046,2167.3787399999997
NCF54,OUT035,3206.6991980000016
FDE09,OUT013,1357.9989699999992
NCE06,OUT045,2172.318976
DRH49,OUT049,913.1713320000001
FDY43,OUT045,2851.434975999998
NCT05,OUT017,4591.083822000003
FDZ34,OUT045,4513.478174000003
FDL38,OUT017,1930.0743040000004
FDZ31,OUT017,3512.22816
FDR14,OUT035,899.0164240000004
NCN54,OUT049,932.8057739999999
NCC42,OUT027,3547.701984000001
FDK08,OUT017,1643.660459999999
FDP59,OUT013,1331.4601820000014
FDV22,OUT035,2979.3085240000014
FDD33,OUT035,3672.8058040000014
DRE60,OUT027,6353.0169940000005
FDK52,OUT046,4101.141576
FDA02,OUT017,1841.429692000002
FDM56,OUT049,1438.8670379999996
FDE57,OUT035,2264.512301999999
FDM32,OUT045,1385.370008
NCQ30,OUT027,3211.712672
FDQ27,OUT027,2283.2479139999996
FDT60,OUT027,3272.9063500000007
FDU43,OUT049,4408.028769999999
NCO55,OUT035,1883.861126
FDG02,OUT045,2639.2445160000016
FDJ28,OUT013,2787.8444179999997
FDP40,OUT045,1821.1227920000006
FDJ38,OUT045,2826.7138220000024
NCC54,OUT017,4335.556439999998
NCZ41,OUT046,1780.236013999999
FDK38,OUT019,341.8816420000003
FDU52,OUT013,2192.599243999999
FDC40,OUT046,1175.9026700000004
NCR30,OUT017,985.8367439999998
NCN18,OUT017,1746.6863520000002
FDB50,OUT035,1296.4524180000008
FDG04,OUT013,3212.1054940000004
FDR26,OUT035,1962.4188680000004
NCT17,OUT018,2670.5837219999994
FDX35,OUT027,4604.979067999998
FDS12,OUT046,2474.5722019999985
NCZ29,OUT027,3524.4455900000025
FDB38,OUT010,364.5587899999998
FDP12,OUT013,608.3081700000001
FDP22,OUT046,842.8961419999995
FDS26,OUT018,4729.736671999995
FDR52,OUT046,3320.7041320000003
DRJ13,OUT046,3198.689624
FDU48,OUT027,3331.316984000002
FDE29,OUT035,1073.1164659999997
NCT29,OUT049,1908.3359340000002
DRK37,OUT018,3657.052975999998
FDK55,OUT046,1158.551922000001
FDR07,OUT046,1368.1324460000003
FDO21,OUT027,5516.805484
FDK46,OUT049,4923.591000000002
FDB12,OUT045,1929.5949280000013
FDT31,OUT027,3861.6599739999983
FDJ33,OUT045,2237.054710000001
FDC26,OUT027,2896.6627700000013
NCQ02,OUT045,3229.422952
FDP08,OUT010,636.4715099999995
FDB11,OUT027,5800.576101999996
FDV55,OUT013,2609.3967020000005
FDW20,OUT049,2317.2702939999995
NCJ18,OUT019,407.7758679999996
FDC41,OUT018,1339.2899899999993
FDE14,OUT027,2884.052517999999
FDG35,OUT013,2355.1210239999996
FDF45,OUT035,1179.6910719999992
FDS19,OUT027,2301.197882000001
FDS58,OUT019,444.46144800000025
FDA26,OUT017,4313.545091999999
FDM32,OUT049,1281.4918920000002
FDL45,OUT046,2067.988115999999
FDZ55,OUT049,2455.323923999998
FDY37,OUT049,2622.4330659999982
FDO46,OUT046,3146.6973019999978
FDQ60,OUT046,2193.9108699999992
FDA19,OUT018,1822.3478640000003
FDL15,OUT046,2441.7882100000024
FDM10,OUT018,2945.872048
NCL05,OUT017,601.6168799999992
DRK49,OUT010,71.83982
NCE18,OUT027,6519.613470000002
FDG40,OUT049,538.5922520000003
DRI59,OUT045,3638.9498739999995
FDK28,OUT035,3912.180878000001
NCD06,OUT019,136.12946799999995
FDO11,OUT019,471.7459320000001
FDK27,OUT046,1811.095844
FDT43,OUT027,1438.940276000001
FDD38,OUT018,1322.4851979999994
FDA16,OUT049,3530.1315219999988
FDL14,OUT027,3714.191931999999
NCM17,OUT049,872.4376880000001
FDD20,OUT045,2174.136610000001
FDA40,OUT045,999.9849939999996
FDL43,OUT045,1392.973443999999
FDV15,OUT045,2324.068111999998
FDE52,OUT046,1262.4566700000003
NCL17,OUT010,327.34722800000003
NCJ31,OUT045,3720.0842619999985
FDR60,OUT045,729.610272
NCA18,OUT035,1742.1389380000007
FDS21,OUT027,1837.6479480000019
FDW09,OUT035,1240.3121619999997
FDL26,OUT035,2712.968550000001
FDS47,OUT018,1184.3916199999992
FDC39,OUT046,3356.2578519999975
FDT51,OUT035,1755.814469999999
FDK40,OUT035,4212.543232000003
NCG19,OUT045,2697.0825619999987
FDZ07,OUT046,828.1753039999999
FDF08,OUT027,2494.7725740000005
FDO04,OUT013,918.9305019999998
FDK41,OUT018,1106.4530719999996
FDP15,OUT049,4226.738088
NCD43,OUT018,1238.2282080000002
NCP18,OUT013,2489.079984
FDZ51,OUT046,2062.2489199999995
DRH13,OUT035,1479.6938939999993
FDF38,OUT045,468.07071599999995
NCI43,OUT045,703.1713539999996
FDM38,OUT027,2260.404315999999
FDS03,OUT013,1161.6678659999998
DRJ47,OUT017,3064.0981540000007
FDT50,OUT010,180.99773000000008
FDV02,OUT046,2949.4673680000037
NCG18,OUT017,1497.8902080000003
FDW52,OUT046,3211.6860400000005
FDS40,OUT035,662.6241340000001
FDN31,OUT017,2687.9810760000005
FDA37,OUT045,2068.0813279999998
FDA15,OUT046,4294.4765800000005
FDL39,OUT046,2505.218976
FDJ53,OUT045,1781.973751999999
FDX22,OUT013,3729.059246
NCZ42,OUT045,4222.982976000001
FDD56,OUT027,4487.8848220000045
FDD40,OUT017,3491.4418839999994
FDS50,OUT013,3415.6805019999983
NCN14,OUT013,3712.454193999999
FDT15,OUT013,3090.4372019999996
NCS18,OUT027,2880.3972759999992
NCO26,OUT010,311.52116200000006
FDF58,OUT018,837.7628239999999
NCB19,OUT013,1491.4519219999995
FDH26,OUT017,1883.3684339999995
DRB24,OUT027,3322.5084499999984
FDA49,OUT018,1516.7390059999996
FDB32,OUT045,1804.610952
FDI36,OUT017,3379.0748179999996
NCA17,OUT010,303.0788180000005
FDH22,OUT013,1839.5321620000002
NCM26,OUT018,2366.7059440000003
FDT15,OUT027,5890.552314
FDB16,OUT018,1097.5646419999994
NCP54,OUT027,3980.1657160000004
FDJ36,OUT013,1718.922492000001
FDO28,OUT045,2312.8160919999996
FDU09,OUT013,705.9011340000001
FDF29,OUT017,2410.4223720000014
FDY08,OUT013,2201.2479860000003
DRJ59,OUT018,412.276676
FDT23,OUT027,2195.102652
FDU15,OUT018,418.61509200000006
FDT47,OUT013,1938.9893660000005
FDI53,OUT019,476.353268
FDR59,OUT018,3680.7954039999977
FDD53,OUT035,689.5024799999995
FDY51,OUT017,3261.068426
FDT04,OUT049,567.9273999999999
FDU51,OUT049,3391.691728000001
FDG14,OUT035,3671.887000000001
NCU06,OUT045,4225.359882000002
DRG25,OUT046,3254.5768759999983
DRH49,OUT035,962.1808700000001
FDN15,OUT035,1961.3535879999984
FDL43,OUT018,1134.1703259999997
NCT18,OUT049,3726.7622359999978
NCB31,OUT013,3579.3208259999974
FDK57,OUT035,1912.0178079999998
FDY04,OUT019,333.179636
NCP54,OUT046,2067.2690519999996
FDF41,OUT013,4549.671062000001
FDM01,OUT045,1715.0675099999994
FDW03,OUT045,1936.619118
FDF28,OUT045,1861.1240560000008
FDY37,OUT017,2678.1272359999984
FDQ03,OUT017,2818.504507999998
FDP51,OUT027,2692.947943999999
FDJ40,OUT017,1936.7522779999988
FDC32,OUT049,1159.8102840000001
DRI49,OUT027,2425.955486000001
NCW54,OUT017,769.49835
FDF09,OUT017,594.266448
FDP45,OUT018,2930.3322760000005
DRJ23,OUT018,3546.5634660000014
FDS59,OUT017,2507.0432679999994
FDY08,OUT046,2599.4296759999984
FDX16,OUT049,2432.720013999999
FDY16,OUT018,2713.913986000001
FDK32,OUT035,2775.067716000001
FDQ22,OUT013,604.1535780000003
NCC31,OUT018,2279.6592520000004
FDG58,OUT049,2185.3153920000004
DRF48,OUT013,2797.9645780000005
DRH36,OUT049,1008.7735539999999
NCR30,OUT035,811.2173780000002
FDB03,OUT019,606.683618
FDZ28,OUT027,3052.939346000003
FDR35,OUT017,3167.7698720000017
DRD15,OUT027,6047.9674079999995
FDJ33,OUT019,348.35987600000016
FDA56,OUT010,198.36179399999997
FDP56,OUT046,698.8769440000001
NCT30,OUT046,685.6208659999995
FDK15,OUT017,1456.2177859999988
FDH44,OUT018,2263.9130819999996
FDV01,OUT013,2170.201732000002
DRG03,OUT017,2353.7494759999986
FDG50,OUT027,2501.9365820000016
FDR16,OUT010,518.465118
FDZ60,OUT046,1456.0713099999984
DRG03,OUT045,2602.01298
FDS56,OUT018,4089.4767599999996
FDU33,OUT045,993.4668119999993
DRD27,OUT035,1775.5953880000002
FDW22,OUT046,4098.158792000002
DRA24,OUT045,2422.1471100000026
FDF38,OUT049,475.4610959999999
FDX48,OUT013,1939.2690020000007
FDS58,OUT018,2424.3043020000005
FDC32,OUT046,1171.9611340000004
NCQ29,OUT045,2671.8487419999983
DRK39,OUT018,1190.6634559999993
NCS38,OUT017,1763.2514560000004
DRO47,OUT013,1811.455376
DRG27,OUT027,974.5114859999995
FDC57,OUT027,5218.127603999998
FDS55,OUT046,2826.400896000002
NCJ06,OUT018,1805.1369339999999
FDO01,OUT019,305.9484159999999
NCM55,OUT045,2898.9797539999995
FDC52,OUT049,2482.941308000002
FDQ15,OUT045,1320.2880580000005
NCT30,OUT027,1337.019612000001
NCR42,OUT027,1104.1161140000002
FDD28,OUT035,693.8568120000001
FDQ34,OUT049,1242.9820200000006
FDZ12,OUT027,3436.506726
DRE13,OUT019,191.59726600000005
NCN07,OUT019,319.4508400000001
FDM28,OUT035,2550.753038000001
FDI10,OUT017,2969.8741380000015
FDQ25,OUT013,2267.7547480000007
FDA38,OUT010,646.0124240000005
DRI13,OUT049,2940.4324619999998
FDY20,OUT027,2507.1098480000005
NCZ53,OUT035,3108.42046
NCM31,OUT013,3124.219894
DRB01,OUT017,2662.594121999999
DRF37,OUT046,3941.196441999998
NCF42,OUT049,2406.9602119999995
FDF16,OUT018,2288.614262
FDB41,OUT013,757.0678639999999
FDR34,OUT013,4372.934452000002
FDR15,OUT018,1976.8600699999997
NCV42,OUT019,284.96905800000025
FDW51,OUT035,3700.6362439999975
FDU36,OUT017,1651.5768220000007
FDX60,OUT049,1396.4289459999998
FDY03,OUT035,1993.784706
FDW55,OUT045,4096.054863999999
FDT01,OUT010,639.8870639999999
FDG58,OUT013,2342.91691
FDK21,OUT017,4758.2462280000045
NCS41,OUT019,376.8894059999998
FDS10,OUT045,3085.3638059999976
NCT53,OUT046,2400.8681419999984
FDJ28,OUT018,2158.576864
FDX44,OUT045,1399.6514179999992
FDT20,OUT018,511.25450400000017
FDO44,OUT017,1547.6587579999991
NCX17,OUT049,2904.1530199999993
FDY01,OUT017,2049.292452000001
FDJ12,OUT027,5606.022683999999
DRK35,OUT018,509.4701600000004
FDD47,OUT019,600.4650460000004
NCM53,OUT035,1833.7996239999995
FDO45,OUT013,1382.7201239999995
NCM42,OUT010,268.52379800000006
FDE04,OUT046,2500.9911459999994
NCI30,OUT027,6211.08175
FDZ19,OUT013,2731.3379720000007
FDW57,OUT013,3324.405980000002
FDA25,OUT013,1575.056428
FDT22,OUT046,1030.2256300000001
FDP51,OUT013,2419.836783999999
FDD48,OUT027,2712.9485760000016
FDY39,OUT035,3510.343945999999
FDO48,OUT010,712.3860259999997
FDD23,OUT027,5589.324419999998
DRN35,OUT027,989.9846780000003
FDT01,OUT035,3226.4934319999984
FDC20,OUT010,152.25514400000012
DRJ35,OUT035,897.7447460000004
FDB32,OUT046,1582.5999420000007
FDL24,OUT046,2876.735376000001
NCV42,OUT035,1816.7418280000004
FDZ46,OUT046,1997.1869439999996
FDC15,OUT013,2218.5454700000005
FDD08,OUT019,56.79274
FDY50,OUT049,1457.5227540000008
FDD36,OUT013,2173.6772080000005
FDG57,OUT027,1508.93583
FDL21,OUT018,387.7286300000003
FDN16,OUT027,2940.3925139999997
FDJ09,OUT027,953.99153
FDS01,OUT010,336.66842799999984
FDV33,OUT017,4359.425370000001
DRE12,OUT017,1392.2277479999998
FDR07,OUT013,1574.9965060000004
FDP48,OUT010,503.4646440000002
NCB55,OUT035,708.7973640000004
FDQ08,OUT013,763.3330420000001
FDR34,OUT035,5235.178742000007
FDO33,OUT046,1581.1951039999988
FDP13,OUT045,748.7187320000003
FDX12,OUT049,4638.775075999999
NCT06,OUT049,3550.6448200000027
FDR16,OUT019,563.4465659999996
FDE36,OUT046,3509.4384579999964
FDZ36,OUT049,3753.021387999998
FDV13,OUT045,1357.6860439999998
NCZ17,OUT035,715.5685500000001
FDU56,OUT045,2755.360036000001
FDM09,OUT035,3043.0122680000013
FDV02,OUT017,2594.822340000003
FDS34,OUT018,1878.5547000000006
FDA11,OUT049,1379.7573140000004
FDP09,OUT017,4768.546153999997
FDB29,OUT027,2341.8183399999994
FDT19,OUT017,2555.4136380000004
DRH15,OUT017,724.2239500000002
FDY38,OUT046,3198.749545999998
FDF14,OUT027,2454.205379999998
FDN48,OUT010,245.78672800000004
FDQ12,OUT013,3597.969884000001
NCJ43,OUT045,2807.352358000002
FDE17,OUT019,224.18817600000003
FDB05,OUT035,3849.1762239999994
FDH10,OUT045,1374.490836
NCR06,OUT017,535.5362299999997
FDU32,OUT018,1668.6479339999996
FDD56,OUT049,2857.2474100000018
FDO36,OUT018,2775.1675859999996
FDH16,OUT010,201.22473399999993
FDX10,OUT018,403.3482980000001
FDZ37,OUT017,1193.1934959999992
FDU31,OUT010,639.5874539999995
DRC49,OUT049,1947.0322299999984
FDL15,OUT045,2568.7562700000017
FDN32,OUT019,560.3039899999998
DRH59,OUT027,1943.2171959999998
NCU29,OUT049,2602.891836
FDR37,OUT019,686.6595140000001
FDS14,OUT018,2451.9483180000007
FDU02,OUT027,5640.877313999995
FDJ08,OUT035,3080.9428940000003
NCZ06,OUT045,3322.5017919999996
FDO31,OUT049,1299.8879459999991
FDH31,OUT018,1328.5040299999998
FDS58,OUT017,2817.172907999999
NCA53,OUT027,1201.4028100000019
FDF50,OUT046,2829.230545999998
NCW42,OUT049,3800.3930579999997
NCQ17,OUT045,2480.457874000001
FDK51,OUT018,4805.145179999998
NCW41,OUT010,463.66977799999984
NCR29,OUT017,879.3553500000002
FDB08,OUT019,402.402862
FDA40,OUT027,2503.248208
FDL14,OUT018,2342.0846600000023
FDB47,OUT046,3649.729176000001
FDO03,OUT035,4321.108580000001
DRK13,OUT019,362.47483600000015
FDX13,OUT010,498.91723000000025
FDF52,OUT046,3313.566756
FDT11,OUT013,2258.9795040000004
FDB08,OUT013,2281.4369379999985
FDQ28,OUT018,2008.305804
FDD29,OUT045,4794.578933999997
NCQ29,OUT027,5917.490581999998
NCO02,OUT013,1024.346616
FDR56,OUT010,484.8488759999998
NCM54,OUT049,2087.6292159999994
FDP51,OUT035,1981.008003999999
FDT38,OUT013,1090.5737419999996
FDZ20,OUT018,3097.5546039999977
FDJ53,OUT013,2166.107061999999
FDX13,OUT049,4376.050396000003
FDP58,OUT035,3968.2412379999982
NCK31,OUT019,161.0437039999999
FDA35,OUT018,1672.9423439999998
FDV37,OUT018,2605.794723999999
NCO07,OUT027,5582.919423999998
FDA20,OUT045,2687.7014399999985
FDZ59,OUT035,3202.790951999998
NCY17,OUT017,865.0206759999994
FDQ28,OUT035,2598.038154000001
FDV35,OUT017,2830.14935
FDQ36,OUT013,532.6599739999999
FDD34,OUT018,2572.404854000001
FDK51,OUT045,5275.439668000001
FDV31,OUT035,1555.6550160000004
FDR04,OUT035,1479.6539459999997
FDR14,OUT049,749.7973280000001
DRC36,OUT010,425.64594000000034
FDE39,OUT019,293.80422400000003
FDP57,OUT049,1537.412095999999
FDE57,OUT046,2067.0826279999987
NCN18,OUT046,1866.616906
NCQ05,OUT018,2483.5072379999992
FDW47,OUT035,1921.1059779999994
FDV46,OUT035,2126.585173999999
NCP29,OUT045,937.3864779999993
FDE09,OUT018,1315.2679259999995
NCU06,OUT027,6634.850133999995
FDT19,OUT010,545.8095240000002
DRF15,OUT017,2254.4587220000003
DRI51,OUT013,2693.207606000002
NCX54,OUT013,1990.3491779999995
DRE01,OUT013,4775.6635559999995
NCB07,OUT045,3123.3010899999995
FDU50,OUT035,1557.6790479999995
FDG40,OUT035,653.5426220000004
FDW10,OUT018,3578.97461
FDX51,OUT013,3129.5662679999987
NCP17,OUT045,926.8468639999999
FDP21,OUT035,3391.025927999999
FDL04,OUT045,1786.3680319999994
FDV23,OUT013,2239.225218000001
FDF24,OUT046,1601.6617959999996
FDH56,OUT027,3057.81966
FDB51,OUT049,834.6069320000003
FDI58,OUT027,2280.3450260000004
FDR20,OUT013,686.3865359999996
FDC51,OUT018,1572.7527599999999
FDB16,OUT027,2058.45386
FDE40,OUT049,715.8415280000003
NCM17,OUT035,867.211158
FDU56,OUT035,3127.5022879999988
FDS32,OUT019,325.4630139999999
FDX02,OUT049,3916.7882140000015
FDT39,OUT027,4003.1491320000014
FDE35,OUT017,772.7940600000002
NCI42,OUT019,1028.434628
DRL23,OUT046,1634.2859959999998
FDA10,OUT046,2107.0772340000003
FDA11,OUT013,1243.254998
NCM06,OUT046,2366.4263080000005
NCT05,OUT035,4179.000228000002
NCQ02,OUT010,683.8165479999999
NCY06,OUT049,2217.0673939999997
FDY56,OUT035,4594.918830000002
FDL02,OUT035,2014.3113199999998
NCI06,OUT035,3625.9001940000003
FDQ14,OUT045,2313.0091739999993
FDQ12,OUT017,2581.759344000002
FDP36,OUT046,783.307042
FDK21,OUT027,8756.395202000005
FDO40,OUT045,2243.4064419999995
NCK54,OUT019,350.65022799999986
FDY09,OUT018,2775.6269880000013
NCW30,OUT049,4151.449424
NCC55,OUT027,961.9478400000002
FDE58,OUT018,1419.239254
FDR39,OUT013,3458.058672000001
FDU28,OUT049,3751.5299959999993
FDH08,OUT017,2945.658992000001
FDG35,OUT045,2757.550518000001
FDG22,OUT049,574.5321359999998
FDC34,OUT035,3714.4782260000006
FDP15,OUT018,3101.3629800000017
FDK34,OUT010,619.8597999999998
FDU45,OUT035,2047.3483159999998
FDQ04,OUT027,954.0314779999998
FDX22,OUT018,2904.2928379999985
FDB45,OUT017,1553.3446900000004
NCH43,OUT027,5536.706245999999
DRE60,OUT046,4879.7946759999995
FDD17,OUT027,6422.280168000001
NCM54,OUT017,2392.0795820000008
NCH55,OUT013,1788.478618
NCT06,OUT017,2871.6153740000004
FDA48,OUT027,4413.222009999995
FDY58,OUT027,7374.347535999995
FDO25,OUT045,3401.93839
FDN50,OUT045,1470.2595079999999
FDH35,OUT035,2750.246692000001
FDK09,OUT045,3472.419977999999
FDO16,OUT013,1969.0901840000013
FDW11,OUT045,989.1790599999999
FDU47,OUT027,3188.422988
NCQ42,OUT010,272.4786500000001
FDK55,OUT027,3215.0083819999986
FDN08,OUT049,1912.7501879999988
FDT57,OUT045,4186.530426
FDJ12,OUT018,3382.7766660000007
DRL59,OUT017,911.3736719999998
NCN53,OUT046,568.0738759999997
FDO51,OUT010,93.06552399999995
FDK56,OUT017,3065.9291039999976
FDY12,OUT035,721.8736760000006
FDU15,OUT035,679.5088220000001
FDQ19,OUT046,3311.6359360000006
DRF15,OUT045,1978.2382759999994
DRE25,OUT019,183.48116400000004
FDK57,OUT018,1791.3415580000008
FDD33,OUT010,556.8218560000004
FDR34,OUT027,6308.574844000001
FDU04,OUT045,2062.4886079999983
FDE35,OUT019,226.89132400000003
NCD31,OUT035,3147.5362099999993
FDJ56,OUT035,1301.1929140000002
NCU53,OUT046,2168.683707999998
FDD39,OUT035,3593.162808
NCU17,OUT019,238.13668600000008
FDJ20,OUT046,1947.7446360000004
NCW41,OUT018,2825.568646000001
FDL52,OUT035,693.7436260000001
FDS39,OUT035,2015.855976
DRJ47,OUT045,2739.3009400000005
FDP13,OUT010,97.93918000000002
DRK39,OUT010,208.12242199999994
FDF28,OUT010,279.76916000000006
FDB09,OUT045,2145.4938939999993
FDM51,OUT046,1348.0585759999997
DRM49,OUT018,892.2985019999999
DRF23,OUT013,2752.9831300000014
DRH01,OUT035,3376.877677999998
FDH12,OUT027,2558.030232
FDA28,OUT019,284.7693179999999
FDW37,OUT018,1383.4724780000004
FDF02,OUT046,1794.3110259999999
DRL37,OUT046,763.4528859999997
NCF43,OUT046,2002.7663479999992
FDH08,OUT010,475.20143400000006
